zip,yr,Age_Adjusted_Rate_of_Asthma_ED_Visit_Rate,county,nZEV,pop,percPoverty,HHincomeMedian,HHincomeMean,EDUCpercHSplus,EDUCpercBAplus
90001,2013,85.1,Los Angeles,2,59832,25.6,43360,54325,47.2,5.6
90001,2014,78.8,Los Angeles,7,59832,25.6,43360,54325,47.2,5.6
90001,2015,74,Los Angeles,15,59832,25.6,43360,54325,47.2,5.6
90001,2016,63.5,Los Angeles,22,59832,25.6,43360,54325,47.2,5.6
90001,2017,67.9,Los Angeles,49,59832,25.6,43360,54325,47.2,5.6
90001,2018,64.9,Los Angeles,68,59832,25.6,43360,54325,47.2,5.6
90001,2019,71.2,Los Angeles,67,59832,25.6,43360,54325,47.2,5.6
90001,2020,34.2,Los Angeles,102,59832,25.6,43360,54325,47.2,5.6
90001,2021,31.6,Los Angeles,148,59832,25.6,43360,54325,47.2,5.6
90001,2022,54.5,Los Angeles,190,59832,25.6,43360,54325,47.2,5.6
90002,2013,79.1,Los Angeles,4,53302,31.4,37285,49724,49.2,6
90002,2014,89.2,Los Angeles,9,53302,31.4,37285,49724,49.2,6
90002,2015,90.9,Los Angeles,11,53302,31.4,37285,49724,49.2,6
90002,2016,82.8,Los Angeles,27,53302,31.4,37285,49724,49.2,6
90002,2017,91.4,Los Angeles,43,53302,31.4,37285,49724,49.2,6
90002,2018,83.6,Los Angeles,48,53302,31.4,37285,49724,49.2,6
90002,2019,90,Los Angeles,81,53302,31.4,37285,49724,49.2,6
90002,2020,44.2,Los Angeles,93,53302,31.4,37285,49724,49.2,6
90002,2021,50.8,Los Angeles,126,53302,31.4,37285,49724,49.2,6
90002,2022,61.2,Los Angeles,190,53302,31.4,37285,49724,49.2,6
90003,2013,88.1,Los Angeles,2,73730,30.1,40598,51181,52.1,5.8
90003,2014,96.4,Los Angeles,2,73730,30.1,40598,51181,52.1,5.8
90003,2015,104.2,Los Angeles,6,73730,30.1,40598,51181,52.1,5.8
90003,2016,95.9,Los Angeles,15,73730,30.1,40598,51181,52.1,5.8
90003,2017,92.3,Los Angeles,35,73730,30.1,40598,51181,52.1,5.8
90003,2018,94.5,Los Angeles,56,73730,30.1,40598,51181,52.1,5.8
90003,2019,99.2,Los Angeles,69,73730,30.1,40598,51181,52.1,5.8
90003,2020,54.1,Los Angeles,84,73730,30.1,40598,51181,52.1,5.8
90003,2021,60.8,Los Angeles,149,73730,30.1,40598,51181,52.1,5.8
90003,2022,77.2,Los Angeles,218,73730,30.1,40598,51181,52.1,5.8
90004,2013,49.5,Los Angeles,66,60541,17.8,49675,84325,74.5,35
90004,2014,43.6,Los Angeles,147,60541,17.8,49675,84325,74.5,35
90004,2015,47.6,Los Angeles,204,60541,17.8,49675,84325,74.5,35
90004,2016,48.3,Los Angeles,305,60541,17.8,49675,84325,74.5,35
90004,2017,48.2,Los Angeles,417,60541,17.8,49675,84325,74.5,35
90004,2018,44.6,Los Angeles,546,60541,17.8,49675,84325,74.5,35
90004,2019,45.9,Los Angeles,667,60541,17.8,49675,84325,74.5,35
90004,2020,22.1,Los Angeles,757,60541,17.8,49675,84325,74.5,35
90004,2021,21.3,Los Angeles,1029,60541,17.8,49675,84325,74.5,35
90004,2022,28.6,Los Angeles,1326,60541,17.8,49675,84325,74.5,35
90005,2013,34.6,Los Angeles,12,39732,26.1,38491,54841,70.4,31.3
90005,2014,36.6,Los Angeles,34,39732,26.1,38491,54841,70.4,31.3
90005,2015,21,Los Angeles,55,39732,26.1,38491,54841,70.4,31.3
90005,2016,36.1,Los Angeles,84,39732,26.1,38491,54841,70.4,31.3
90005,2017,36.4,Los Angeles,121,39732,26.1,38491,54841,70.4,31.3
90005,2018,26,Los Angeles,196,39732,26.1,38491,54841,70.4,31.3
90005,2019,35.9,Los Angeles,285,39732,26.1,38491,54841,70.4,31.3
90005,2020,13.5,Los Angeles,331,39732,26.1,38491,54841,70.4,31.3
90005,2021,14.6,Los Angeles,487,39732,26.1,38491,54841,70.4,31.3
90005,2022,24.4,Los Angeles,729,39732,26.1,38491,54841,70.4,31.3
90006,2013,43.4,Los Angeles,12,59576,27,37072,50157,58.4,19
90006,2014,52.8,Los Angeles,26,59576,27,37072,50157,58.4,19
90006,2015,48,Los Angeles,42,59576,27,37072,50157,58.4,19
90006,2016,44.6,Los Angeles,81,59576,27,37072,50157,58.4,19
90006,2017,39.7,Los Angeles,105,59576,27,37072,50157,58.4,19
90006,2018,42,Los Angeles,146,59576,27,37072,50157,58.4,19
90006,2019,48.7,Los Angeles,175,59576,27,37072,50157,58.4,19
90006,2020,23.3,Los Angeles,197,59576,27,37072,50157,58.4,19
90006,2021,24.1,Los Angeles,322,59576,27,37072,50157,58.4,19
90006,2022,38.1,Los Angeles,453,59576,27,37072,50157,58.4,19
90007,2013,65.3,Los Angeles,7,42433,41.1,27406,52447,65.5,26.6
90007,2014,63.4,Los Angeles,25,42433,41.1,27406,52447,65.5,26.6
90007,2015,53.4,Los Angeles,40,42433,41.1,27406,52447,65.5,26.6
90007,2016,56.4,Los Angeles,67,42433,41.1,27406,52447,65.5,26.6
90007,2017,39.8,Los Angeles,74,42433,41.1,27406,52447,65.5,26.6
90007,2018,53.3,Los Angeles,85,42433,41.1,27406,52447,65.5,26.6
90007,2019,56.4,Los Angeles,103,42433,41.1,27406,52447,65.5,26.6
90007,2020,28.8,Los Angeles,122,42433,41.1,27406,52447,65.5,26.6
90007,2021,25,Los Angeles,160,42433,41.1,27406,52447,65.5,26.6
90007,2022,35.9,Los Angeles,224,42433,41.1,27406,52447,65.5,26.6
90008,2013,96.7,Los Angeles,18,31754,21.1,43364,69070,83.9,30
90008,2014,95.3,Los Angeles,45,31754,21.1,43364,69070,83.9,30
90008,2015,112.7,Los Angeles,81,31754,21.1,43364,69070,83.9,30
90008,2016,101.8,Los Angeles,122,31754,21.1,43364,69070,83.9,30
90008,2017,111.1,Los Angeles,178,31754,21.1,43364,69070,83.9,30
90008,2018,102.7,Los Angeles,246,31754,21.1,43364,69070,83.9,30
90008,2019,100.2,Los Angeles,315,31754,21.1,43364,69070,83.9,30
90008,2020,49.1,Los Angeles,364,31754,21.1,43364,69070,83.9,30
90008,2021,52.5,Los Angeles,503,31754,21.1,43364,69070,83.9,30
90008,2022,66.1,Los Angeles,709,31754,21.1,43364,69070,83.9,30
90011,2013,69,Los Angeles,12,111165,30.2,40940,52535,41.9,5.2
90011,2014,65.1,Los Angeles,12,111165,30.2,40940,52535,41.9,5.2
90011,2015,62.1,Los Angeles,13,111165,30.2,40940,52535,41.9,5.2
90011,2016,59.3,Los Angeles,27,111165,30.2,40940,52535,41.9,5.2
90011,2017,59.6,Los Angeles,51,111165,30.2,40940,52535,41.9,5.2
90011,2018,55.2,Los Angeles,67,111165,30.2,40940,52535,41.9,5.2
90011,2019,55.9,Los Angeles,91,111165,30.2,40940,52535,41.9,5.2
90011,2020,32.2,Los Angeles,125,111165,30.2,40940,52535,41.9,5.2
90011,2021,34.8,Los Angeles,201,111165,30.2,40940,52535,41.9,5.2
90011,2022,47.9,Los Angeles,293,111165,30.2,40940,52535,41.9,5.2
90012,2013,29,Los Angeles,81,36552,27,47027,74907,71.8,33.1
90012,2014,31.4,Los Angeles,124,36552,27,47027,74907,71.8,33.1
90012,2015,24.3,Los Angeles,112,36552,27,47027,74907,71.8,33.1
90012,2016,26.1,Los Angeles,275,36552,27,47027,74907,71.8,33.1
90012,2017,27.3,Los Angeles,514,36552,27,47027,74907,71.8,33.1
90012,2018,25.5,Los Angeles,636,36552,27,47027,74907,71.8,33.1
90012,2019,32,Los Angeles,834,36552,27,47027,74907,71.8,33.1
90012,2020,18.6,Los Angeles,546,36552,27,47027,74907,71.8,33.1
90012,2021,16.1,Los Angeles,1133,36552,27,47027,74907,71.8,33.1
90012,2022,35.8,Los Angeles,1268,36552,27,47027,74907,71.8,33.1
90013,2013,118,Los Angeles,8,12559,45.6,22316,65566,84.8,37.7
90013,2014,78.8,Los Angeles,18,12559,45.6,22316,65566,84.8,37.7
90013,2015,91.5,Los Angeles,36,12559,45.6,22316,65566,84.8,37.7
90013,2016,95.7,Los Angeles,66,12559,45.6,22316,65566,84.8,37.7
90013,2017,87.5,Los Angeles,80,12559,45.6,22316,65566,84.8,37.7
90013,2018,77.1,Los Angeles,122,12559,45.6,22316,65566,84.8,37.7
90013,2019,73.7,Los Angeles,159,12559,45.6,22316,65566,84.8,37.7
90013,2020,55.6,Los Angeles,224,12559,45.6,22316,65566,84.8,37.7
90013,2021,89.5,Los Angeles,342,12559,45.6,22316,65566,84.8,37.7
90013,2022,68.9,Los Angeles,447,12559,45.6,22316,65566,84.8,37.7
90014,2013,113.3,Los Angeles,10,8688,38,40641,67825,86,44
90014,2014,95.6,Los Angeles,26,8688,38,40641,67825,86,44
90014,2015,80.5,Los Angeles,34,8688,38,40641,67825,86,44
90014,2016,57.9,Los Angeles,54,8688,38,40641,67825,86,44
90014,2017,55.2,Los Angeles,77,8688,38,40641,67825,86,44
90014,2018,30.5,Los Angeles,101,8688,38,40641,67825,86,44
90014,2019,63.4,Los Angeles,140,8688,38,40641,67825,86,44
90014,2020,21.9,Los Angeles,177,8688,38,40641,67825,86,44
90014,2021,35.5,Los Angeles,239,8688,38,40641,67825,86,44
90014,2022,32,Los Angeles,295,8688,38,40641,67825,86,44
90015,2013,72.2,Los Angeles,27,22651,30.1,43890,80234,72.6,39.3
90015,2014,72.1,Los Angeles,41,22651,30.1,43890,80234,72.6,39.3
90015,2015,74.2,Los Angeles,78,22651,30.1,43890,80234,72.6,39.3
90015,2016,78.8,Los Angeles,102,22651,30.1,43890,80234,72.6,39.3
90015,2017,65.3,Los Angeles,165,22651,30.1,43890,80234,72.6,39.3
90015,2018,41.1,Los Angeles,224,22651,30.1,43890,80234,72.6,39.3
90015,2019,36.4,Los Angeles,328,22651,30.1,43890,80234,72.6,39.3
90015,2020,8.3,Los Angeles,397,22651,30.1,43890,80234,72.6,39.3
90015,2021,19.7,Los Angeles,621,22651,30.1,43890,80234,72.6,39.3
90015,2022,25.1,Los Angeles,733,22651,30.1,43890,80234,72.6,39.3
90016,2013,81,Los Angeles,18,45899,16.9,48715,66037,74.9,24.6
90016,2014,83.9,Los Angeles,44,45899,16.9,48715,66037,74.9,24.6
90016,2015,82.9,Los Angeles,67,45899,16.9,48715,66037,74.9,24.6
90016,2016,80.7,Los Angeles,120,45899,16.9,48715,66037,74.9,24.6
90016,2017,78.1,Los Angeles,196,45899,16.9,48715,66037,74.9,24.6
90016,2018,70,Los Angeles,275,45899,16.9,48715,66037,74.9,24.6
90016,2019,75.4,Los Angeles,370,45899,16.9,48715,66037,74.9,24.6
90016,2020,43.4,Los Angeles,442,45899,16.9,48715,66037,74.9,24.6
90016,2021,44.7,Los Angeles,633,45899,16.9,48715,66037,74.9,24.6
90016,2022,58.8,Los Angeles,844,45899,16.9,48715,66037,74.9,24.6
90017,2013,63.8,Los Angeles,15,27723,35.9,35605,63540,64,31.6
90017,2014,81.8,Los Angeles,25,27723,35.9,35605,63540,64,31.6
90017,2015,87,Los Angeles,50,27723,35.9,35605,63540,64,31.6
90017,2016,73.2,Los Angeles,97,27723,35.9,35605,63540,64,31.6
90017,2017,53.7,Los Angeles,317,27723,35.9,35605,63540,64,31.6
90017,2018,42.1,Los Angeles,663,27723,35.9,35605,63540,64,31.6
90017,2019,52.6,Los Angeles,415,27723,35.9,35605,63540,64,31.6
90017,2020,30,Los Angeles,377,27723,35.9,35605,63540,64,31.6
90017,2021,21.6,Los Angeles,534,27723,35.9,35605,63540,64,31.6
90017,2022,44,Los Angeles,661,27723,35.9,35605,63540,64,31.6
90018,2013,67.5,Los Angeles,21,53490,20.7,45984,67108,70.8,20.9
90018,2014,72.5,Los Angeles,41,53490,20.7,45984,67108,70.8,20.9
90018,2015,67.6,Los Angeles,69,53490,20.7,45984,67108,70.8,20.9
90018,2016,69.1,Los Angeles,102,53490,20.7,45984,67108,70.8,20.9
90018,2017,79.6,Los Angeles,140,53490,20.7,45984,67108,70.8,20.9
90018,2018,76.5,Los Angeles,200,53490,20.7,45984,67108,70.8,20.9
90018,2019,70.8,Los Angeles,263,53490,20.7,45984,67108,70.8,20.9
90018,2020,36.2,Los Angeles,315,53490,20.7,45984,67108,70.8,20.9
90018,2021,32.3,Los Angeles,463,53490,20.7,45984,67108,70.8,20.9
90018,2022,40.8,Los Angeles,591,53490,20.7,45984,67108,70.8,20.9
90019,2013,59.1,Los Angeles,46,64534,17.3,56389,85483,76.3,34.8
90019,2014,55.1,Los Angeles,113,64534,17.3,56389,85483,76.3,34.8
90019,2015,54.8,Los Angeles,183,64534,17.3,56389,85483,76.3,34.8
90019,2016,61,Los Angeles,291,64534,17.3,56389,85483,76.3,34.8
90019,2017,53.3,Los Angeles,418,64534,17.3,56389,85483,76.3,34.8
90019,2018,54,Los Angeles,536,64534,17.3,56389,85483,76.3,34.8
90019,2019,48.7,Los Angeles,701,64534,17.3,56389,85483,76.3,34.8
90019,2020,27.7,Los Angeles,789,64534,17.3,56389,85483,76.3,34.8
90019,2021,26.8,Los Angeles,1125,64534,17.3,56389,85483,76.3,34.8
90019,2022,35,Los Angeles,1522,64534,17.3,56389,85483,76.3,34.8
90020,2013,32.9,Los Angeles,23,39189,15.4,49068,76983,82.4,41.8
90020,2014,30.3,Los Angeles,55,39189,15.4,49068,76983,82.4,41.8
90020,2015,60,Los Angeles,80,39189,15.4,49068,76983,82.4,41.8
90020,2016,45,Los Angeles,116,39189,15.4,49068,76983,82.4,41.8
90020,2017,36.6,Los Angeles,170,39189,15.4,49068,76983,82.4,41.8
90020,2018,39.8,Los Angeles,241,39189,15.4,49068,76983,82.4,41.8
90020,2019,31.4,Los Angeles,307,39189,15.4,49068,76983,82.4,41.8
90020,2020,22.1,Los Angeles,394,39189,15.4,49068,76983,82.4,41.8
90020,2021,15.5,Los Angeles,549,39189,15.4,49068,76983,82.4,41.8
90020,2022,22.3,Los Angeles,693,39189,15.4,49068,76983,82.4,41.8
90021,2013,174.4,Los Angeles,14,2945,33.5,21635,57715,67.1,29.6
90021,2014,80.7,Los Angeles,17,2945,33.5,21635,57715,67.1,29.6
90021,2015,121.8,Los Angeles,33,2945,33.5,21635,57715,67.1,29.6
90021,2016,122.6,Los Angeles,39,2945,33.5,21635,57715,67.1,29.6
90021,2017,110.6,Los Angeles,54,2945,33.5,21635,57715,67.1,29.6
90021,2018,47.3,Los Angeles,85,2945,33.5,21635,57715,67.1,29.6
90021,2019,78.9,Los Angeles,104,2945,33.5,21635,57715,67.1,29.6
90021,2020,66,Los Angeles,117,2945,33.5,21635,57715,67.1,29.6
90021,2021,107.1,Los Angeles,142,2945,33.5,21635,57715,67.1,29.6
90021,2022,73.1,Los Angeles,178,2945,33.5,21635,57715,67.1,29.6
90022,2013,65,Los Angeles,5,67014,19.5,46051,59342,53.9,8.8
90022,2014,57.8,Los Angeles,15,67014,19.5,46051,59342,53.9,8.8
90022,2015,69.8,Los Angeles,27,67014,19.5,46051,59342,53.9,8.8
90022,2016,53.3,Los Angeles,42,67014,19.5,46051,59342,53.9,8.8
90022,2017,57.5,Los Angeles,70,67014,19.5,46051,59342,53.9,8.8
90022,2018,52.3,Los Angeles,85,67014,19.5,46051,59342,53.9,8.8
90022,2019,50.4,Los Angeles,117,67014,19.5,46051,59342,53.9,8.8
90022,2020,27.2,Los Angeles,138,67014,19.5,46051,59342,53.9,8.8
90022,2021,27.2,Los Angeles,227,67014,19.5,46051,59342,53.9,8.8
90022,2022,36.7,Los Angeles,290,67014,19.5,46051,59342,53.9,8.8
90023,2013,62.3,Los Angeles,8,46680,24.9,42972,54607,47.9,6.6
90023,2014,70.2,Los Angeles,17,46680,24.9,42972,54607,47.9,6.6
90023,2015,77.1,Los Angeles,25,46680,24.9,42972,54607,47.9,6.6
90023,2016,58.4,Los Angeles,40,46680,24.9,42972,54607,47.9,6.6
90023,2017,51.5,Los Angeles,52,46680,24.9,42972,54607,47.9,6.6
90023,2018,51.3,Los Angeles,73,46680,24.9,42972,54607,47.9,6.6
90023,2019,49.3,Los Angeles,106,46680,24.9,42972,54607,47.9,6.6
90023,2020,21.7,Los Angeles,115,46680,24.9,42972,54607,47.9,6.6
90023,2021,28.4,Los Angeles,161,46680,24.9,42972,54607,47.9,6.6
90023,2022,52.9,Los Angeles,204,46680,24.9,42972,54607,47.9,6.6
90024,2013,21.6,Los Angeles,149,51627,31.8,65855,135393,97,72.5
90024,2014,14,Los Angeles,262,51627,31.8,65855,135393,97,72.5
90024,2015,20.9,Los Angeles,375,51627,31.8,65855,135393,97,72.5
90024,2016,18.7,Los Angeles,505,51627,31.8,65855,135393,97,72.5
90024,2017,24,Los Angeles,677,51627,31.8,65855,135393,97,72.5
90024,2018,20.8,Los Angeles,872,51627,31.8,65855,135393,97,72.5
90024,2019,12.8,Los Angeles,1031,51627,31.8,65855,135393,97,72.5
90024,2020,4.6,Los Angeles,1138,51627,31.8,65855,135393,97,72.5
90024,2021,5.9,Los Angeles,1433,51627,31.8,65855,135393,97,72.5
90024,2022,11.9,Los Angeles,1828,51627,31.8,65855,135393,97,72.5
90025,2013,15.9,Los Angeles,138,46883,11.6,87280,117163,93.3,68.8
90025,2014,16.8,Los Angeles,234,46883,11.6,87280,117163,93.3,68.8
90025,2015,18.9,Los Angeles,344,46883,11.6,87280,117163,93.3,68.8
90025,2016,20.2,Los Angeles,529,46883,11.6,87280,117163,93.3,68.8
90025,2017,17.5,Los Angeles,717,46883,11.6,87280,117163,93.3,68.8
90025,2018,21.3,Los Angeles,909,46883,11.6,87280,117163,93.3,68.8
90025,2019,18.6,Los Angeles,1165,46883,11.6,87280,117163,93.3,68.8
90025,2020,8.7,Los Angeles,1284,46883,11.6,87280,117163,93.3,68.8
90025,2021,10.3,Los Angeles,1791,46883,11.6,87280,117163,93.3,68.8
90025,2022,7.2,Los Angeles,2205,46883,11.6,87280,117163,93.3,68.8
90026,2013,42.1,Los Angeles,65,68906,18.7,65269,91250,78,40.4
90026,2014,41.7,Los Angeles,161,68906,18.7,65269,91250,78,40.4
90026,2015,46.8,Los Angeles,226,68906,18.7,65269,91250,78,40.4
90026,2016,47.1,Los Angeles,354,68906,18.7,65269,91250,78,40.4
90026,2017,49.4,Los Angeles,531,68906,18.7,65269,91250,78,40.4
90026,2018,43.9,Los Angeles,693,68906,18.7,65269,91250,78,40.4
90026,2019,44.5,Los Angeles,879,68906,18.7,65269,91250,78,40.4
90026,2020,25.3,Los Angeles,975,68906,18.7,65269,91250,78,40.4
90026,2021,18.2,Los Angeles,1281,68906,18.7,65269,91250,78,40.4
90026,2022,32.7,Los Angeles,1649,68906,18.7,65269,91250,78,40.4
90027,2013,41.7,Los Angeles,118,44770,13.5,66947,103501,90.3,54.6
90027,2014,26.4,Los Angeles,227,44770,13.5,66947,103501,90.3,54.6
90027,2015,36.4,Los Angeles,327,44770,13.5,66947,103501,90.3,54.6
90027,2016,33.3,Los Angeles,438,44770,13.5,66947,103501,90.3,54.6
90027,2017,39.9,Los Angeles,639,44770,13.5,66947,103501,90.3,54.6
90027,2018,43.1,Los Angeles,852,44770,13.5,66947,103501,90.3,54.6
90027,2019,42.9,Los Angeles,1004,44770,13.5,66947,103501,90.3,54.6
90027,2020,21.7,Los Angeles,1091,44770,13.5,66947,103501,90.3,54.6
90027,2021,17.5,Los Angeles,1402,44770,13.5,66947,103501,90.3,54.6
90027,2022,24.1,Los Angeles,1738,44770,13.5,66947,103501,90.3,54.6
90028,2013,76.4,Los Angeles,25,29774,21.2,45499,67298,89.1,48.2
90028,2014,60.3,Los Angeles,57,29774,21.2,45499,67298,89.1,48.2
90028,2015,65.6,Los Angeles,84,29774,21.2,45499,67298,89.1,48.2
90028,2016,63.8,Los Angeles,127,29774,21.2,45499,67298,89.1,48.2
90028,2017,76.3,Los Angeles,190,29774,21.2,45499,67298,89.1,48.2
90028,2018,46.5,Los Angeles,241,29774,21.2,45499,67298,89.1,48.2
90028,2019,42.7,Los Angeles,340,29774,21.2,45499,67298,89.1,48.2
90028,2020,26.8,Los Angeles,432,29774,21.2,45499,67298,89.1,48.2
90028,2021,18.4,Los Angeles,618,29774,21.2,45499,67298,89.1,48.2
90028,2022,30.1,Los Angeles,881,29774,21.2,45499,67298,89.1,48.2
90029,2013,57.9,Los Angeles,11,36668,23.4,41998,60177,73.9,30.1
90029,2014,48,Los Angeles,41,36668,23.4,41998,60177,73.9,30.1
90029,2015,59.5,Los Angeles,60,36668,23.4,41998,60177,73.9,30.1
90029,2016,61.3,Los Angeles,86,36668,23.4,41998,60177,73.9,30.1
90029,2017,48.5,Los Angeles,137,36668,23.4,41998,60177,73.9,30.1
90029,2018,58.1,Los Angeles,168,36668,23.4,41998,60177,73.9,30.1
90029,2019,62,Los Angeles,215,36668,23.4,41998,60177,73.9,30.1
90029,2020,28.1,Los Angeles,233,36668,23.4,41998,60177,73.9,30.1
90029,2021,22.5,Los Angeles,324,36668,23.4,41998,60177,73.9,30.1
90029,2022,34.4,Los Angeles,434,36668,23.4,41998,60177,73.9,30.1
90031,2013,35.8,Los Angeles,11,39916,19.9,48479,70691,61.2,21.8
90031,2014,44,Los Angeles,27,39916,19.9,48479,70691,61.2,21.8
90031,2015,48.9,Los Angeles,51,39916,19.9,48479,70691,61.2,21.8
90031,2016,50.1,Los Angeles,69,39916,19.9,48479,70691,61.2,21.8
90031,2017,44.6,Los Angeles,111,39916,19.9,48479,70691,61.2,21.8
90031,2018,36.6,Los Angeles,185,39916,19.9,48479,70691,61.2,21.8
90031,2019,45.1,Los Angeles,225,39916,19.9,48479,70691,61.2,21.8
90031,2020,19.7,Los Angeles,276,39916,19.9,48479,70691,61.2,21.8
90031,2021,16.8,Los Angeles,394,39916,19.9,48479,70691,61.2,21.8
90031,2022,28.8,Los Angeles,548,39916,19.9,48479,70691,61.2,21.8
90032,2013,53.9,Los Angeles,26,48031,19.3,57225,74960,66.3,20.2
90032,2014,58.8,Los Angeles,63,48031,19.3,57225,74960,66.3,20.2
90032,2015,54.3,Los Angeles,97,48031,19.3,57225,74960,66.3,20.2
90032,2016,48.9,Los Angeles,136,48031,19.3,57225,74960,66.3,20.2
90032,2017,51.8,Los Angeles,197,48031,19.3,57225,74960,66.3,20.2
90032,2018,50.7,Los Angeles,267,48031,19.3,57225,74960,66.3,20.2
90032,2019,51.5,Los Angeles,325,48031,19.3,57225,74960,66.3,20.2
90032,2020,27.9,Los Angeles,397,48031,19.3,57225,74960,66.3,20.2
90032,2021,32.1,Los Angeles,534,48031,19.3,57225,74960,66.3,20.2
90032,2022,43.3,Los Angeles,714,48031,19.3,57225,74960,66.3,20.2
90033,2013,91,Los Angeles,2,49155,30.1,38266,50344,50.6,11.9
90033,2014,87.2,Los Angeles,6,49155,30.1,38266,50344,50.6,11.9
90033,2015,69,Los Angeles,12,49155,30.1,38266,50344,50.6,11.9
90033,2016,69,Los Angeles,25,49155,30.1,38266,50344,50.6,11.9
90033,2017,65.1,Los Angeles,40,49155,30.1,38266,50344,50.6,11.9
90033,2018,65,Los Angeles,67,49155,30.1,38266,50344,50.6,11.9
90033,2019,69.9,Los Angeles,92,49155,30.1,38266,50344,50.6,11.9
90033,2020,32.8,Los Angeles,106,49155,30.1,38266,50344,50.6,11.9
90033,2021,27.4,Los Angeles,171,49155,30.1,38266,50344,50.6,11.9
90033,2022,52.4,Los Angeles,208,49155,30.1,38266,50344,50.6,11.9
90034,2013,30.9,Los Angeles,62,53861,9.8,75714,98799,91.1,57.5
90034,2014,32.3,Los Angeles,173,53861,9.8,75714,98799,91.1,57.5
90034,2015,35.6,Los Angeles,257,53861,9.8,75714,98799,91.1,57.5
90034,2016,25,Los Angeles,424,53861,9.8,75714,98799,91.1,57.5
90034,2017,27.7,Los Angeles,518,53861,9.8,75714,98799,91.1,57.5
90034,2018,28,Los Angeles,762,53861,9.8,75714,98799,91.1,57.5
90034,2019,27.9,Los Angeles,903,53861,9.8,75714,98799,91.1,57.5
90034,2020,15.6,Los Angeles,1019,53861,9.8,75714,98799,91.1,57.5
90034,2021,10.6,Los Angeles,1382,53861,9.8,75714,98799,91.1,57.5
90034,2022,21.5,Los Angeles,1841,53861,9.8,75714,98799,91.1,57.5
90035,2013,24.6,Los Angeles,70,27272,8.3,89337,136176,95,63.3
90035,2014,33.8,Los Angeles,131,27272,8.3,89337,136176,95,63.3
90035,2015,30.1,Los Angeles,205,27272,8.3,89337,136176,95,63.3
90035,2016,25.4,Los Angeles,294,27272,8.3,89337,136176,95,63.3
90035,2017,19.2,Los Angeles,429,27272,8.3,89337,136176,95,63.3
90035,2018,26.3,Los Angeles,535,27272,8.3,89337,136176,95,63.3
90035,2019,26.2,Los Angeles,608,27272,8.3,89337,136176,95,63.3
90035,2020,12.7,Los Angeles,667,27272,8.3,89337,136176,95,63.3
90035,2021,15.7,Los Angeles,988,27272,8.3,89337,136176,95,63.3
90035,2022,17.4,Los Angeles,1239,27272,8.3,89337,136176,95,63.3
90036,2013,29.2,Los Angeles,56,37965,10.5,80539,119531,97.6,68.6
90036,2014,23.8,Los Angeles,143,37965,10.5,80539,119531,97.6,68.6
90036,2015,27,Los Angeles,216,37965,10.5,80539,119531,97.6,68.6
90036,2016,27.2,Los Angeles,318,37965,10.5,80539,119531,97.6,68.6
90036,2017,27.1,Los Angeles,516,37965,10.5,80539,119531,97.6,68.6
90036,2018,22.1,Los Angeles,691,37965,10.5,80539,119531,97.6,68.6
90036,2019,14.3,Los Angeles,832,37965,10.5,80539,119531,97.6,68.6
90036,2020,9.4,Los Angeles,875,37965,10.5,80539,119531,97.6,68.6
90036,2021,14.6,Los Angeles,1303,37965,10.5,80539,119531,97.6,68.6
90036,2022,15.1,Los Angeles,1684,37965,10.5,80539,119531,97.6,68.6
90037,2013,83.9,Los Angeles,1,67640,34.1,35424,49627,52.4,7
90037,2014,89.7,Los Angeles,7,67640,34.1,35424,49627,52.4,7
90037,2015,86.4,Los Angeles,19,67640,34.1,35424,49627,52.4,7
90037,2016,81.2,Los Angeles,30,67640,34.1,35424,49627,52.4,7
90037,2017,84.1,Los Angeles,42,67640,34.1,35424,49627,52.4,7
90037,2018,84.7,Los Angeles,59,67640,34.1,35424,49627,52.4,7
90037,2019,85.6,Los Angeles,95,67640,34.1,35424,49627,52.4,7
90037,2020,35.9,Los Angeles,107,67640,34.1,35424,49627,52.4,7
90037,2021,39.1,Los Angeles,163,67640,34.1,35424,49627,52.4,7
90037,2022,55.3,Los Angeles,231,67640,34.1,35424,49627,52.4,7
90038,2013,40.4,Los Angeles,10,28580,23.9,47116,63529,73.9,34
90038,2014,50.4,Los Angeles,42,28580,23.9,47116,63529,73.9,34
90038,2015,43.9,Los Angeles,61,28580,23.9,47116,63529,73.9,34
90038,2016,54.9,Los Angeles,112,28580,23.9,47116,63529,73.9,34
90038,2017,48.2,Los Angeles,168,28580,23.9,47116,63529,73.9,34
90038,2018,37.2,Los Angeles,222,28580,23.9,47116,63529,73.9,34
90038,2019,55.9,Los Angeles,270,28580,23.9,47116,63529,73.9,34
90038,2020,24.7,Los Angeles,288,28580,23.9,47116,63529,73.9,34
90038,2021,21.8,Los Angeles,424,28580,23.9,47116,63529,73.9,34
90038,2022,33.3,Los Angeles,587,28580,23.9,47116,63529,73.9,34
90039,2013,50.2,Los Angeles,89,29510,10.3,90538,124940,86.5,50.7
90039,2014,43.5,Los Angeles,172,29510,10.3,90538,124940,86.5,50.7
90039,2015,37.4,Los Angeles,274,29510,10.3,90538,124940,86.5,50.7
90039,2016,37.5,Los Angeles,386,29510,10.3,90538,124940,86.5,50.7
90039,2017,38.2,Los Angeles,543,29510,10.3,90538,124940,86.5,50.7
90039,2018,37.4,Los Angeles,700,29510,10.3,90538,124940,86.5,50.7
