zip,yr,Age_Adjusted_Rate_of_Asthma_ED_Visit_Rate,county,nZEV,pop,percPoverty,HHincomeMedian,HHincomeMean,EDUCpercHSplus,EDUCpercBAplus
92021,2014,51.1,San Diego,44,70148,17.6,58414,77609,86.3,18.4
92021,2015,67.7,San Diego,86,70148,17.6,58414,77609,86.3,18.4
92021,2016,40,San Diego,116,70148,17.6,58414,77609,86.3,18.4
92021,2017,42,San Diego,174,70148,17.6,58414,77609,86.3,18.4
92021,2018,42.9,San Diego,210,70148,17.6,58414,77609,86.3,18.4
92021,2019,46.7,San Diego,288,70148,17.6,58414,77609,86.3,18.4
92021,2020,24.6,San Diego,335,70148,17.6,58414,77609,86.3,18.4
92021,2021,32,San Diego,501,70148,17.6,58414,77609,86.3,18.4
92021,2022,45.6,San Diego,726,70148,17.6,58414,77609,86.3,18.4
92024,2013,15.5,San Diego,170,51381,6.2,116616,166542,94.9,62.2
92024,2014,17.8,San Diego,337,51381,6.2,116616,166542,94.9,62.2
92024,2015,17.9,San Diego,494,51381,6.2,116616,166542,94.9,62.2
92024,2016,14,San Diego,690,51381,6.2,116616,166542,94.9,62.2
92024,2017,13.6,San Diego,1000,51381,6.2,116616,166542,94.9,62.2
92024,2018,15.7,San Diego,1378,51381,6.2,116616,166542,94.9,62.2
92024,2019,12.5,San Diego,1716,51381,6.2,116616,166542,94.9,62.2
92024,2020,6,San Diego,1963,51381,6.2,116616,166542,94.9,62.2
92024,2021,8.2,San Diego,2470,51381,6.2,116616,166542,94.9,62.2
92024,2022,17.9,San Diego,3125,51381,6.2,116616,166542,94.9,62.2
92025,2013,35.1,San Diego,40,52985,21.3,58273,83601,76.2,24.8
92025,2014,33.2,San Diego,70,52985,21.3,58273,83601,76.2,24.8
92025,2015,39.6,San Diego,110,52985,21.3,58273,83601,76.2,24.8
92025,2016,33.5,San Diego,151,52985,21.3,58273,83601,76.2,24.8
92025,2017,33,San Diego,231,52985,21.3,58273,83601,76.2,24.8
92025,2018,25.2,San Diego,325,52985,21.3,58273,83601,76.2,24.8
92025,2019,27,San Diego,426,52985,21.3,58273,83601,76.2,24.8
92025,2020,24.6,San Diego,478,52985,21.3,58273,83601,76.2,24.8
92025,2021,21.9,San Diego,676,52985,21.3,58273,83601,76.2,24.8
92025,2022,23.6,San Diego,906,52985,21.3,58273,83601,76.2,24.8
92026,2013,21.5,San Diego,33,50321,9.1,75868,93755,86,30.3
92026,2014,28.1,San Diego,87,50321,9.1,75868,93755,86,30.3
92026,2015,28.1,San Diego,142,50321,9.1,75868,93755,86,30.3
92026,2016,22.1,San Diego,204,50321,9.1,75868,93755,86,30.3
92026,2017,24.6,San Diego,283,50321,9.1,75868,93755,86,30.3
92026,2018,20.3,San Diego,433,50321,9.1,75868,93755,86,30.3
92026,2019,22,San Diego,624,50321,9.1,75868,93755,86,30.3
92026,2020,12.8,San Diego,694,50321,9.1,75868,93755,86,30.3
92026,2021,14.4,San Diego,951,50321,9.1,75868,93755,86,30.3
92026,2022,18.4,San Diego,1268,50321,9.1,75868,93755,86,30.3
92027,2013,32.1,San Diego,40,56788,11,65989,85284,77,20
92027,2014,36.7,San Diego,83,56788,11,65989,85284,77,20
92027,2015,34.1,San Diego,120,56788,11,65989,85284,77,20
92027,2016,30.4,San Diego,167,56788,11,65989,85284,77,20
92027,2017,29.1,San Diego,238,56788,11,65989,85284,77,20
92027,2018,22.6,San Diego,343,56788,11,65989,85284,77,20
92027,2019,29.8,San Diego,436,56788,11,65989,85284,77,20
92027,2020,15.2,San Diego,502,56788,11,65989,85284,77,20
92027,2021,16,San Diego,684,56788,11,65989,85284,77,20
92027,2022,18.9,San Diego,940,56788,11,65989,85284,77,20
92028,2013,25.7,San Diego,51,48173,10.8,74708,99202,85.7,31.7
92028,2014,27.5,San Diego,90,48173,10.8,74708,99202,85.7,31.7
92028,2015,21.7,San Diego,139,48173,10.8,74708,99202,85.7,31.7
92028,2016,24.1,San Diego,186,48173,10.8,74708,99202,85.7,31.7
92028,2017,24.9,San Diego,293,48173,10.8,74708,99202,85.7,31.7
92028,2018,22.1,San Diego,440,48173,10.8,74708,99202,85.7,31.7
92028,2019,26.5,San Diego,582,48173,10.8,74708,99202,85.7,31.7
92028,2020,14.3,San Diego,719,48173,10.8,74708,99202,85.7,31.7
92028,2021,13.1,San Diego,1069,48173,10.8,74708,99202,85.7,31.7
92028,2022,19.4,San Diego,1457,48173,10.8,74708,99202,85.7,31.7
92029,2013,17.3,San Diego,45,19382,3.8,95273,126747,93.6,43.4
92029,2014,19.1,San Diego,72,19382,3.8,95273,126747,93.6,43.4
92029,2015,11.8,San Diego,107,19382,3.8,95273,126747,93.6,43.4
92029,2016,11.7,San Diego,143,19382,3.8,95273,126747,93.6,43.4
92029,2017,22.7,San Diego,242,19382,3.8,95273,126747,93.6,43.4
92029,2018,16.1,San Diego,350,19382,3.8,95273,126747,93.6,43.4
92029,2019,19.2,San Diego,452,19382,3.8,95273,126747,93.6,43.4
92029,2020,11.4,San Diego,546,19382,3.8,95273,126747,93.6,43.4
92029,2021,8.5,San Diego,733,19382,3.8,95273,126747,93.6,43.4
92029,2022,16,San Diego,1005,19382,3.8,95273,126747,93.6,43.4
92036,2022,36.9,San Diego,62,2593,7.8,56284,70614,89.6,27.2
92037,2013,15.4,San Diego,203,38168,9.5,109194,191008,97.9,75.1
92037,2014,11.5,San Diego,355,38168,9.5,109194,191008,97.9,75.1
92037,2015,11.1,San Diego,529,38168,9.5,109194,191008,97.9,75.1
92037,2016,15.2,San Diego,732,38168,9.5,109194,191008,97.9,75.1
92037,2017,16.3,San Diego,968,38168,9.5,109194,191008,97.9,75.1
92037,2018,10,San Diego,1289,38168,9.5,109194,191008,97.9,75.1
92037,2019,15.4,San Diego,1503,38168,9.5,109194,191008,97.9,75.1
92037,2020,4.2,San Diego,1796,38168,9.5,109194,191008,97.9,75.1
92037,2022,16.5,San Diego,2775,38168,9.5,109194,191008,97.9,75.1
92040,2013,37.2,San Diego,19,46306,9.1,79803,95838,91.2,21.1
92040,2014,37.2,San Diego,48,46306,9.1,79803,95838,91.2,21.1
92040,2015,33.7,San Diego,87,46306,9.1,79803,95838,91.2,21.1
92040,2016,26.5,San Diego,113,46306,9.1,79803,95838,91.2,21.1
92040,2017,34.1,San Diego,138,46306,9.1,79803,95838,91.2,21.1
92040,2018,28.2,San Diego,176,46306,9.1,79803,95838,91.2,21.1
92040,2019,39.3,San Diego,247,46306,9.1,79803,95838,91.2,21.1
92040,2020,22.8,San Diego,299,46306,9.1,79803,95838,91.2,21.1
92040,2021,25.2,San Diego,400,46306,9.1,79803,95838,91.2,21.1
92040,2022,37.3,San Diego,535,46306,9.1,79803,95838,91.2,21.1
92054,2013,48.7,San Diego,29,41807,11.5,63404,85789,85.9,31.9
92054,2014,33.8,San Diego,67,41807,11.5,63404,85789,85.9,31.9
92054,2015,29.1,San Diego,114,41807,11.5,63404,85789,85.9,31.9
92054,2016,27.4,San Diego,148,41807,11.5,63404,85789,85.9,31.9
92054,2017,26.1,San Diego,221,41807,11.5,63404,85789,85.9,31.9
92054,2018,22,San Diego,305,41807,11.5,63404,85789,85.9,31.9
92054,2019,27.6,San Diego,397,41807,11.5,63404,85789,85.9,31.9
92054,2020,13.2,San Diego,467,41807,11.5,63404,85789,85.9,31.9
92054,2021,13.2,San Diego,599,41807,11.5,63404,85789,85.9,31.9
92054,2022,21.8,San Diego,796,41807,11.5,63404,85789,85.9,31.9
92056,2013,34.9,San Diego,51,52337,8.2,81583,98478,90.4,33.9
92056,2014,29.1,San Diego,119,52337,8.2,81583,98478,90.4,33.9
92056,2015,30.5,San Diego,167,52337,8.2,81583,98478,90.4,33.9
92056,2016,29.8,San Diego,218,52337,8.2,81583,98478,90.4,33.9
92056,2017,21,San Diego,302,52337,8.2,81583,98478,90.4,33.9
92056,2018,21,San Diego,465,52337,8.2,81583,98478,90.4,33.9
92056,2019,20.9,San Diego,616,52337,8.2,81583,98478,90.4,33.9
92056,2020,15.3,San Diego,747,52337,8.2,81583,98478,90.4,33.9
92056,2021,15.3,San Diego,992,52337,8.2,81583,98478,90.4,33.9
92056,2022,18.6,San Diego,1378,52337,8.2,81583,98478,90.4,33.9
92057,2013,34.7,San Diego,47,60414,8.5,75687,96228,85.8,30
92057,2014,24.5,San Diego,109,60414,8.5,75687,96228,85.8,30
92057,2015,15.4,San Diego,161,60414,8.5,75687,96228,85.8,30
92057,2016,23.7,San Diego,241,60414,8.5,75687,96228,85.8,30
92057,2017,24.9,San Diego,327,60414,8.5,75687,96228,85.8,30
92057,2018,20.1,San Diego,476,60414,8.5,75687,96228,85.8,30
92057,2019,23.4,San Diego,613,60414,8.5,75687,96228,85.8,30
92057,2020,12.6,San Diego,769,60414,8.5,75687,96228,85.8,30
92057,2021,12.8,San Diego,1035,60414,8.5,75687,96228,85.8,30
92057,2022,16.8,San Diego,1349,60414,8.5,75687,96228,85.8,30
92058,2013,44.5,San Diego,15,46029,12.8,52591,68302,87.6,26.7
92058,2014,29.4,San Diego,46,46029,12.8,52591,68302,87.6,26.7
92058,2015,61.3,San Diego,62,46029,12.8,52591,68302,87.6,26.7
92058,2016,36.4,San Diego,80,46029,12.8,52591,68302,87.6,26.7
92058,2017,27.2,San Diego,123,46029,12.8,52591,68302,87.6,26.7
92058,2018,30.8,San Diego,182,46029,12.8,52591,68302,87.6,26.7
92058,2019,22.1,San Diego,226,46029,12.8,52591,68302,87.6,26.7
92058,2020,19.7,San Diego,254,46029,12.8,52591,68302,87.6,26.7
92058,2021,12.1,San Diego,352,46029,12.8,52591,68302,87.6,26.7
92058,2022,17.2,San Diego,517,46029,12.8,52591,68302,87.6,26.7
92061,2015,56.1,San Diego,8,2660,19.8,44423,77971,79.7,28
92061,2016,51.9,San Diego,12,2660,19.8,44423,77971,79.7,28
92064,2013,20.8,San Diego,117,49805,6,108030,138120,91.3,48.3
92064,2014,19,San Diego,206,49805,6,108030,138120,91.3,48.3
92064,2015,17.5,San Diego,300,49805,6,108030,138120,91.3,48.3
92064,2016,22.7,San Diego,412,49805,6,108030,138120,91.3,48.3
92064,2017,20.5,San Diego,581,49805,6,108030,138120,91.3,48.3
92064,2018,21.7,San Diego,797,49805,6,108030,138120,91.3,48.3
92064,2019,18.4,San Diego,1055,49805,6,108030,138120,91.3,48.3
92064,2020,12.4,San Diego,1240,49805,6,108030,138120,91.3,48.3
92064,2021,15,San Diego,1589,49805,6,108030,138120,91.3,48.3
92064,2022,15.3,San Diego,2150,49805,6,108030,138120,91.3,48.3
92065,2013,22.9,San Diego,56,37505,5.9,98366,117821,90.8,28.2
92065,2014,23.1,San Diego,95,37505,5.9,98366,117821,90.8,28.2
92065,2015,23.1,San Diego,125,37505,5.9,98366,117821,90.8,28.2
92065,2016,17.7,San Diego,164,37505,5.9,98366,117821,90.8,28.2
92065,2017,21.3,San Diego,225,37505,5.9,98366,117821,90.8,28.2
92065,2018,22.9,San Diego,295,37505,5.9,98366,117821,90.8,28.2
92065,2019,23.1,San Diego,381,37505,5.9,98366,117821,90.8,28.2
92065,2020,20,San Diego,429,37505,5.9,98366,117821,90.8,28.2
92065,2021,17.6,San Diego,571,37505,5.9,98366,117821,90.8,28.2
92065,2022,23.5,San Diego,752,37505,5.9,98366,117821,90.8,28.2
92069,2013,23,San Diego,33,50376,12.2,71488,94948,80.5,27.8
92069,2014,22.6,San Diego,80,50376,12.2,71488,94948,80.5,27.8
92069,2015,19.3,San Diego,120,50376,12.2,71488,94948,80.5,27.8
92069,2016,17.9,San Diego,181,50376,12.2,71488,94948,80.5,27.8
92069,2017,20.1,San Diego,268,50376,12.2,71488,94948,80.5,27.8
92069,2018,18.8,San Diego,394,50376,12.2,71488,94948,80.5,27.8
92069,2019,21.7,San Diego,537,50376,12.2,71488,94948,80.5,27.8
92069,2020,13.7,San Diego,618,50376,12.2,71488,94948,80.5,27.8
92069,2021,14.4,San Diego,811,50376,12.2,71488,94948,80.5,27.8
92069,2022,19.9,San Diego,1134,50376,12.2,71488,94948,80.5,27.8
92071,2013,32.8,San Diego,32,57710,7.3,87334,100321,94,29.6
92071,2014,31.3,San Diego,84,57710,7.3,87334,100321,94,29.6
92071,2015,33.2,San Diego,122,57710,7.3,87334,100321,94,29.6
92071,2016,25.6,San Diego,163,57710,7.3,87334,100321,94,29.6
92071,2017,30,San Diego,230,57710,7.3,87334,100321,94,29.6
92071,2018,25.7,San Diego,332,57710,7.3,87334,100321,94,29.6
92071,2019,26.1,San Diego,461,57710,7.3,87334,100321,94,29.6
92071,2020,17,San Diego,538,57710,7.3,87334,100321,94,29.6
92071,2021,20,San Diego,773,57710,7.3,87334,100321,94,29.6
92071,2022,26.7,San Diego,1105,57710,7.3,87334,100321,94,29.6
92075,2013,17,San Diego,60,12752,5.6,106934,151720,95.6,67.2
92075,2014,18.6,San Diego,100,12752,5.6,106934,151720,95.6,67.2
92075,2015,15.1,San Diego,148,12752,5.6,106934,151720,95.6,67.2
92075,2016,11.9,San Diego,201,12752,5.6,106934,151720,95.6,67.2
92075,2017,17,San Diego,267,12752,5.6,106934,151720,95.6,67.2
92075,2018,13.2,San Diego,376,12752,5.6,106934,151720,95.6,67.2
92078,2013,21.4,San Diego,85,50510,10,85335,112929,91,46.2
92078,2014,17.1,San Diego,181,50510,10,85335,112929,91,46.2
92078,2015,13.5,San Diego,275,50510,10,85335,112929,91,46.2
92078,2016,15.7,San Diego,386,50510,10,85335,112929,91,46.2
92078,2017,14,San Diego,559,50510,10,85335,112929,91,46.2
92078,2018,15.5,San Diego,828,50510,10,85335,112929,91,46.2
92078,2019,13.7,San Diego,1051,50510,10,85335,112929,91,46.2
92078,2020,8.7,San Diego,1254,50510,10,85335,112929,91,46.2
92078,2021,7.8,San Diego,1731,50510,10,85335,112929,91,46.2
92078,2022,10.7,San Diego,2348,50510,10,85335,112929,91,46.2
92081,2013,25.4,San Diego,26,29596,7.4,82989,98388,91.6,34.1
92081,2014,19.6,San Diego,67,29596,7.4,82989,98388,91.6,34.1
92081,2015,34.9,San Diego,95,29596,7.4,82989,98388,91.6,34.1
92081,2016,22.5,San Diego,141,29596,7.4,82989,98388,91.6,34.1
92081,2017,17,San Diego,209,29596,7.4,82989,98388,91.6,34.1
92081,2018,18.3,San Diego,276,29596,7.4,82989,98388,91.6,34.1
92081,2019,16.3,San Diego,355,29596,7.4,82989,98388,91.6,34.1
92081,2020,12,San Diego,450,29596,7.4,82989,98388,91.6,34.1
92081,2021,15.1,San Diego,589,29596,7.4,82989,98388,91.6,34.1
92081,2022,21.7,San Diego,812,29596,7.4,82989,98388,91.6,34.1
92082,2013,22.2,San Diego,24,18705,9.7,95889,113499,90.9,31.1
92082,2014,27.9,San Diego,53,18705,9.7,95889,113499,90.9,31.1
92082,2015,29.2,San Diego,78,18705,9.7,95889,113499,90.9,31.1
92082,2016,22.4,San Diego,108,18705,9.7,95889,113499,90.9,31.1
92082,2017,25.6,San Diego,152,18705,9.7,95889,113499,90.9,31.1
92082,2018,17.9,San Diego,206,18705,9.7,95889,113499,90.9,31.1
92082,2019,34.6,San Diego,262,18705,9.7,95889,113499,90.9,31.1
92082,2020,18.6,San Diego,307,18705,9.7,95889,113499,90.9,31.1
92082,2021,8.5,San Diego,405,18705,9.7,95889,113499,90.9,31.1
92082,2022,19.5,San Diego,571,18705,9.7,95889,113499,90.9,31.1
92083,2013,57.9,San Diego,12,39509,13.9,67693,78693,74.1,16.6
92083,2014,45.6,San Diego,32,39509,13.9,67693,78693,74.1,16.6
92083,2015,32.3,San Diego,48,39509,13.9,67693,78693,74.1,16.6
92083,2016,39.8,San Diego,83,39509,13.9,67693,78693,74.1,16.6
92083,2017,34,San Diego,127,39509,13.9,67693,78693,74.1,16.6
92083,2018,29.2,San Diego,180,39509,13.9,67693,78693,74.1,16.6
92083,2019,26.1,San Diego,229,39509,13.9,67693,78693,74.1,16.6
92083,2020,13,San Diego,269,39509,13.9,67693,78693,74.1,16.6
92083,2021,14.8,San Diego,367,39509,13.9,67693,78693,74.1,16.6
92083,2022,24.6,San Diego,483,39509,13.9,67693,78693,74.1,16.6
92084,2013,40.8,San Diego,36,51619,12.1,73645,98395,79.3,25
92084,2014,31.9,San Diego,71,51619,12.1,73645,98395,79.3,25
92084,2015,31,San Diego,115,51619,12.1,73645,98395,79.3,25
92084,2016,27.4,San Diego,155,51619,12.1,73645,98395,79.3,25
92084,2017,25.2,San Diego,265,51619,12.1,73645,98395,79.3,25
92084,2018,20.8,San Diego,362,51619,12.1,73645,98395,79.3,25
92084,2019,26,San Diego,444,51619,12.1,73645,98395,79.3,25
92084,2020,15.6,San Diego,484,51619,12.1,73645,98395,79.3,25
92084,2021,15.6,San Diego,670,51619,12.1,73645,98395,79.3,25
92084,2022,16.6,San Diego,918,51619,12.1,73645,98395,79.3,25
92086,2013,96.2,San Diego,0,1543,11.9,41083,75867,89.5,20.9
92101,2013,68.6,San Diego,473,41159,16.4,71925,103467,93.4,53.3
92101,2014,87.6,San Diego,484,41159,16.4,71925,103467,93.4,53.3
92101,2015,67.5,San Diego,579,41159,16.4,71925,103467,93.4,53.3
92101,2016,72.5,San Diego,789,41159,16.4,71925,103467,93.4,53.3
92101,2017,60.4,San Diego,344,41159,16.4,71925,103467,93.4,53.3
92101,2018,50.9,San Diego,557,41159,16.4,71925,103467,93.4,53.3
92101,2019,47.6,San Diego,741,41159,16.4,71925,103467,93.4,53.3
92101,2020,23,San Diego,904,41159,16.4,71925,103467,93.4,53.3
92101,2021,28.9,San Diego,1365,41159,16.4,71925,103467,93.4,53.3
92101,2022,34.8,San Diego,2227,41159,16.4,71925,103467,93.4,53.3
92102,2013,77,San Diego,17,44010,21.4,51744,67709,72.7,23.3
92102,2014,73.1,San Diego,43,44010,21.4,51744,67709,72.7,23.3
92102,2015,74.6,San Diego,67,44010,21.4,51744,67709,72.7,23.3
92102,2016,58.6,San Diego,93,44010,21.4,51744,67709,72.7,23.3
92102,2017,60.4,San Diego,124,44010,21.4,51744,67709,72.7,23.3
92102,2018,50,San Diego,164,44010,21.4,51744,67709,72.7,23.3
92102,2019,55.2,San Diego,238,44010,21.4,51744,67709,72.7,23.3
92102,2020,30.7,San Diego,261,44010,21.4,51744,67709,72.7,23.3
92102,2021,28.6,San Diego,404,44010,21.4,51744,67709,72.7,23.3
92102,2022,40.1,San Diego,475,44010,21.4,51744,67709,72.7,23.3
92103,2013,45.1,San Diego,69,34700,8.7,78720,111680,96.4,63.8
92103,2014,36.7,San Diego,126,34700,8.7,78720,111680,96.4,63.8
92103,2015,54.1,San Diego,203,34700,8.7,78720,111680,96.4,63.8
92103,2016,37.6,San Diego,283,34700,8.7,78720,111680,96.4,63.8
92103,2017,33.5,San Diego,437,34700,8.7,78720,111680,96.4,63.8
92103,2018,29.4,San Diego,596,34700,8.7,78720,111680,96.4,63.8
92103,2019,29.3,San Diego,779,34700,8.7,78720,111680,96.4,63.8
92103,2020,9.9,San Diego,913,34700,8.7,78720,111680,96.4,63.8
92103,2021,15.1,San Diego,1198,34700,8.7,78720,111680,96.4,63.8
92103,2022,27.4,San Diego,1509,34700,8.7,78720,111680,96.4,63.8
92104,2013,55.3,San Diego,54,45435,11,67668,86445,89.6,49.3
92104,2014,45.1,San Diego,114,45435,11,67668,86445,89.6,49.3
92104,2015,50.3,San Diego,155,45435,11,67668,86445,89.6,49.3
92104,2016,32.8,San Diego,223,45435,11,67668,86445,89.6,49.3
92104,2017,39.7,San Diego,327,45435,11,67668,86445,89.6,49.3
92104,2018,28.5,San Diego,461,45435,11,67668,86445,89.6,49.3
92104,2019,34.1,San Diego,606,45435,11,67668,86445,89.6,49.3
92104,2020,20.2,San Diego,700,45435,11,67668,86445,89.6,49.3
92104,2021,16.4,San Diego,872,45435,11,67668,86445,89.6,49.3
92104,2022,30.1,San Diego,1363,45435,11,67668,86445,89.6,49.3
92105,2013,67.7,San Diego,14,73623,26.9,43282,56959,64.8,15.5
92105,2014,70.7,San Diego,33,73623,26.9,43282,56959,64.8,15.5
92105,2015,63.1,San Diego,52,73623,26.9,43282,56959,64.8,15.5
92105,2016,59.9,San Diego,69,73623,26.9,43282,56959,64.8,15.5
92105,2017,56.3,San Diego,111,73623,26.9,43282,56959,64.8,15.5
92105,2018,50.1,San Diego,153,73623,26.9,43282,56959,64.8,15.5
92105,2019,49.7,San Diego,276,73623,26.9,43282,56959,64.8,15.5
92105,2020,30.5,San Diego,385,73623,26.9,43282,56959,64.8,15.5
92105,2021,32.7,San Diego,538,73623,26.9,43282,56959,64.8,15.5
92105,2022,51.7,San Diego,706,73623,26.9,43282,56959,64.8,15.5
92106,2013,19.3,San Diego,43,20155,6,103840,153416,95.4,57.9
92106,2014,21.2,San Diego,87,20155,6,103840,153416,95.4,57.9
92106,2015,29.6,San Diego,130,20155,6,103840,153416,95.4,57.9
92106,2016,22.5,San Diego,189,20155,6,103840,153416,95.4,57.9
92106,2017,18.7,San Diego,263,20155,6,103840,153416,95.4,57.9
92106,2018,10.6,San Diego,354,20155,6,103840,153416,95.4,57.9
92106,2019,11,San Diego,414,20155,6,103840,153416,95.4,57.9
92106,2021,6.8,San Diego,645,20155,6,103840,153416,95.4,57.9
92106,2022,14.6,San Diego,840,20155,6,103840,153416,95.4,57.9
92107,2013,36.3,San Diego,42,31223,9,85299,110959,96.4,57.6
92107,2014,20.7,San Diego,73,31223,9,85299,110959,96.4,57.6
92107,2015,19.6,San Diego,113,31223,9,85299,110959,96.4,57.6
92107,2016,20.3,San Diego,170,31223,9,85299,110959,96.4,57.6
92107,2017,22.4,San Diego,254,31223,9,85299,110959,96.4,57.6
92107,2018,23.3,San Diego,329,31223,9,85299,110959,96.4,57.6
92107,2019,20.9,San Diego,462,31223,9,85299,110959,96.4,57.6
92107,2020,9.7,San Diego,529,31223,9,85299,110959,96.4,57.6
92107,2021,7.1,San Diego,620,31223,9,85299,110959,96.4,57.6
92107,2022,23.5,San Diego,796,31223,9,85299,110959,96.4,57.6
92108,2013,25.3,San Diego,20,22280,13.1,75296,92207,97.2,57.7
92108,2014,42.7,San Diego,35,22280,13.1,75296,92207,97.2,57.7
92108,2015,21.9,San Diego,68,22280,13.1,75296,92207,97.2,57.7
92108,2016,30.6,San Diego,105,22280,13.1,75296,92207,97.2,57.7
92108,2017,41.2,San Diego,168,22280,13.1,75296,92207,97.2,57.7
92108,2018,29.2,San Diego,285,22280,13.1,75296,92207,97.2,57.7
92108,2019,43.5,San Diego,370,22280,13.1,75296,92207,97.2,57.7
92108,2020,20.3,San Diego,445,22280,13.1,75296,92207,97.2,57.7
92108,2021,20.6,San Diego,667,22280,13.1,75296,92207,97.2,57.7
92108,2022,31.3,San Diego,949,22280,13.1,75296,92207,97.2,57.7
92109,2013,22.9,San Diego,66,47111,10.2,80467,105397,97.1,65.9
92109,2014,32.3,San Diego,111,47111,10.2,80467,105397,97.1,65.9
92109,2015,17.3,San Diego,151,47111,10.2,80467,105397,97.1,65.9
92109,2016,17.1,San Diego,223,47111,10.2,80467,105397,97.1,65.9
92109,2017,16.9,San Diego,357,47111,10.2,80467,105397,97.1,65.9
92109,2018,21.2,San Diego,515,47111,10.2,80467,105397,97.1,65.9
92109,2019,23.3,San Diego,675,47111,10.2,80467,105397,97.1,65.9
92109,2020,8.9,San Diego,793,47111,10.2,80467,105397,97.1,65.9
92109,2021,6,San Diego,1026,47111,10.2,80467,105397,97.1,65.9
92109,2022,17.6,San Diego,1298,47111,10.2,80467,105397,97.1,65.9
92110,2013,28.6,San Diego,46,30108,13.3,73651,98005,95.1,46.7
92110,2014,32.2,San Diego,86,30108,13.3,73651,98005,95.1,46.7
92110,2015,42.7,San Diego,112,30108,13.3,73651,98005,95.1,46.7
92110,2016,38.2,San Diego,156,30108,13.3,73651,98005,95.1,46.7
92110,2017,33.9,San Diego,192,30108,13.3,73651,98005,95.1,46.7
92110,2018,32.3,San Diego,286,30108,13.3,73651,98005,95.1,46.7
92110,2019,30,San Diego,383,30108,13.3,73651,98005,95.1,46.7
92110,2020,19.2,San Diego,430,30108,13.3,73651,98005,95.1,46.7
92110,2021,15.4,San Diego,546,30108,13.3,73651,98005,95.1,46.7
92110,2022,19,San Diego,739,30108,13.3,73651,98005,95.1,46.7
92111,2013,49.3,San Diego,46,50693,13.2,74217,91404,85.4,39.5
92111,2014,42.3,San Diego,96,50693,13.2,74217,91404,85.4,39.5
92111,2015,43.7,San Diego,140,50693,13.2,74217,91404,85.4,39.5
92111,2016,43.8,San Diego,214,50693,13.2,74217,91404,85.4,39.5
92111,2017,36,San Diego,278,50693,13.2,74217,91404,85.4,39.5
92111,2018,39.5,San Diego,433,50693,13.2,74217,91404,85.4,39.5
92111,2019,46.9,San Diego,513,50693,13.2,74217,91404,85.4,39.5
92111,2020,20.6,San Diego,578,50693,13.2,74217,91404,85.4,39.5
92111,2021,19.6,San Diego,789,50693,13.2,74217,91404,85.4,39.5
92111,2022,32,San Diego,1040,50693,13.2,74217,91404,85.4,39.5
92113,2013,107.2,San Diego,8,58408,26.4,40310,52941,61.8,8.6
92113,2014,92.5,San Diego,15,58408,26.4,40310,52941,61.8,8.6
92113,2015,99.8,San Diego,23,58408,26.4,40310,52941,61.8,8.6
92113,2016,85.4,San Diego,38,58408,26.4,40310,52941,61.8,8.6
92113,2017,85.5,San Diego,53,58408,26.4,40310,52941,61.8,8.6
92113,2018,72.9,San Diego,73,58408,26.4,40310,52941,61.8,8.6
92113,2019,72.4,San Diego,91,58408,26.4,40310,52941,61.8,8.6
92113,2020,44.2,San Diego,100,58408,26.4,40310,52941,61.8,8.6
92113,2021,35.5,San Diego,155,58408,26.4,40310,52941,61.8,8.6
92113,2022,53.3,San Diego,225,58408,26.4,40310,52941,61.8,8.6
92114,2013,91.2,San Diego,14,68851,13.2,66015,80744,78.3,18.2
92114,2014,82.6,San Diego,36,68851,13.2,66015,80744,78.3,18.2
92114,2015,89.3,San Diego,53,68851,13.2,66015,80744,78.3,18.2
92114,2016,79.8,San Diego,83,68851,13.2,66015,80744,78.3,18.2
92114,2017,70.7,San Diego,116,68851,13.2,66015,80744,78.3,18.2
92114,2018,66.4,San Diego,164,68851,13.2,66015,80744,78.3,18.2
92114,2019,67.5,San Diego,222,68851,13.2,66015,80744,78.3,18.2
92114,2020,41.3,San Diego,259,68851,13.2,66015,80744,78.3,18.2
92114,2021,41.1,San Diego,433,68851,13.2,66015,80744,78.3,18.2
92114,2022,54.1,San Diego,653,68851,13.2,66015,80744,78.3,18.2
92115,2013,50.7,San Diego,45,64343,25.8,51636,73784,81.8,32.6
92115,2014,58,San Diego,80,64343,25.8,51636,73784,81.8,32.6
92115,2015,62.6,San Diego,118,64343,25.8,51636,73784,81.8,32.6
92115,2016,54.3,San Diego,170,64343,25.8,51636,73784,81.8,32.6
92115,2017,54.4,San Diego,254,64343,25.8,51636,73784,81.8,32.6
92115,2018,44.2,San Diego,377,64343,25.8,51636,73784,81.8,32.6
92115,2019,48.6,San Diego,486,64343,25.8,51636,73784,81.8,32.6
92115,2020,28.3,San Diego,557,64343,25.8,51636,73784,81.8,32.6
92115,2021,34.4,San Diego,720,64343,25.8,51636,73784,81.8,32.6
92115,2022,48.6,San Diego,940,64343,25.8,51636,73784,81.8,32.6
92116,2013,46.9,San Diego,53,33408,10.6,74559,98095,93.1,53
92116,2014,44.3,San Diego,89,33408,10.6,74559,98095,93.1,53
92116,2015,40.6,San Diego,140,33408,10.6,74559,98095,93.1,53
92116,2016,33.5,San Diego,198,33408,10.6,74559,98095,93.1,53
92116,2017,35.9,San Diego,277,33408,10.6,74559,98095,93.1,53
92116,2018,32.3,San Diego,384,33408,10.6,74559,98095,93.1,53
92116,2019,23,San Diego,459,33408,10.6,74559,98095,93.1,53
